md5sum,document_name,theme,type,author,author_type,date,language,link,pdf_link,validation_status,data_error_type,party,translation,version,status,source,topics
b31616868c3825f858dee0ab8db518ad,Uzbekistan. Biennial update report (BUR). BUR1.,"Measurement, reporting and verification (MRV), Mitigation",Biennial update reports (BUR),Uzbekistan,,2021-07-05T12:00:00Z,English,/documents/283216,https://unfccc.int/sites/default/files/resource/FBURUZeng.pdf,not validated,,,,,,UNFCCC Information Portal,
b6e34fc0b2c632e1da3cd8a34da16050,Saint Lucia. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Saint Lucia,,,English,/documents/81558,https://unfccc.int/sites/default/files/resource/THIRD%20NATIONAL%20COMMUNICATION%20_%20SAINT%20LUCIA%202017.pdf,not validated,,,,,,UNFCCC Information Portal,
94eb2bda0fcc580a601a7353372e8eaa,"Technical report on the technical analysis of the technical annex to the fourth biennial update report of Brazil submitted in accordance with decision 14/CP.19, paragraph 7, on 31 December 2020","Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Mitigation, Means of implementation",REDD+ technical analysis technical report (TATR),UNFCCC. Secretariat,,2022-04-21T12:00:00Z,English only,/documents/462474,https://unfccc.int/sites/default/files/resource/tatr6_2021_BRA.pdf,not validated,,,,,,UNFCCC Information Portal,
9c47cf9c2e7561dca86236797ef8b123,Malaysia. Biennial update report (BUR). BUR 2. National Communication (NC). NC 3.,Malaysia. Biennial update report (BUR). BUR 2. National Communication (NC). NC 3.,"National communications (NC), Biennial update reports (BUR)",Malaysia,,2018-09-27T12:00:00Z,English,/documents/182748,https://unfccc.int/sites/default/files/resource/Errata%20for%20NC3%20BUR2%20-%20Malaysia%20Malaysia.%20Addendum%20to%20National%20communication%20%28NC%29.%20NC%203..pdf,not validated,,,,,,UNFCCC Information Portal,
852e96f898220df83c255263e29f4f8e,Cameroon. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Cameroon,,,English,/documents/71099,https://unfccc.int/sites/default/files/resource/cmrnc2.pdf,not validated,,,,,,UNFCCC Information Portal,
4db62ad276bd37ef069487372af4ebbe,Submission of the Government of Quebec to the first global stocktake of the paris agreement,"Equity, Loss and damage, Adaptation, Capacity-building, Climate finance, Global stocktake, Means of implementation, Response measures, Mitigation, Science and research, Technology",Submissions to the Global Stocktake,External organization authors,,2022-12-07T12:00:00Z,English,/documents/624588,https://unfccc.int/sites/default/files/resource/202212051144---Submission_Qu%C3%A9bec_GST_1104.pdf,not validated,,,,,,UNFCCC Information Portal,
d2676c9165ac9ee6650b9cb3d7d6e31b,Republic of Moldova. Biennial update report (BUR). BUR 3. National inventory report.,"Biennial update reports (BUR), Mitigation",National inventory reports (NIR),Republic of Moldova,,2021-12-21T12:00:00Z,English,/documents/403588,https://unfccc.int/sites/default/files/resource/NIR7_EN_211211_web.pdf,not validated,,,,,,UNFCCC Information Portal,
713ac7dbeafec36b8b47810715aef209,Strategy of socio-economic development of the Russian Federation with low greenhouse gas emissions until 2050,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Russian Federation,,2022-09-05T12:00:00Z,English,/documents/613780,https://unfccc.int/sites/default/files/resource/Strategy%20of%20Socio-Economic%20Development%20of%20the%20Russian%20Federation%20with%20Low%20GHG%20Emissions%20EN.pdf,not validated,,,,,,UNFCCC Information Portal,
04712d78b43ee4636e735eb6b00ee293,Kyrgyzstan. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Kyrgyzstan,,,Russian,/documents/116631,https://unfccc.int/sites/default/files/resource/NC3_Kyrgyzstan_Russian_24Jan2017_0.pdf,not validated,,,,,,UNFCCC Information Portal,
2c0b4878255e6c51fa7f23d3add45a8a,"Technical report on the technical analysis of the technical annex to the first biennial update report of Honduras submitted in accordance with decision 14/CP.19, paragraph 7, on 19 November 2020","Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Mitigation, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2022-09-28T12:00:00Z,English only,/documents/615349,https://unfccc.int/sites/default/files/resource/tasr2021_HND.pdf,not validated,,,,,,UNFCCC Information Portal,
c4df8ab3ca3e146975903c5c67c82d89,Mexico. Biennial update report (BUR) BUR 2. National Communication (NC). NC6.,"National communications (NC), Biennial update reports (BUR), Mitigation","National communications (NC), Biennial update reports (BUR)",Mexico,,,Spanish,/documents/185500,https://unfccc.int/sites/default/files/resource/Mexico-NC6-BUR2-1-Mexico%20Sixth%20National%20Communication%20%20BUR2.pdf,not validated,,,,,,UNFCCC Information Portal,
7f5eac3ca0bca6427295b62acc6c5d05,Technical analysis of the second biennial update report of Montenegro submitted on 3 May 2019. Summary report by the team of technical experts,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis of the second biennial update report of Montenegro submitted on 3 May 2019. Summary report by the team of technical experts,UNFCCC. Secretariat,,2020-01-22T12:00:00Z,English only,/documents/209503,https://unfccc.int/sites/default/files/resource/tasr2019_MNE.pdf,not validated,,,,,,UNFCCC Information Portal,
6fa03ee1d326b757df5d0b19c63b2537,Morocco. Biennial update report (BUR).  BUR 3.,Mitigation actions and commitments,Biennial update reports (BUR),Morocco,,2022-04-26T12:00:00Z,French,/documents/470340,https://unfccc.int/sites/default/files/resource/Morocco%20BUR3_Fr.pdf,not validated,,,,,,UNFCCC Information Portal,
833264573265ed39a7c42b96dad403ad,Global Ocean Science Report 2020,"Global stocktake, Capacity-building, Science and research",Submissions to the Global Stocktake,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",,2022-08-05T12:00:00Z,English,/documents/568127,https://unfccc.int/sites/default/files/resource/202208050942---Global%20Ocean%20Science%20Report%202020.pdf,not validated,,,,,,UNFCCC Information Portal,
bf7dd1c36344f8a02a32d988e81134e7,Trinidad and Tobago. National Communication (NC). NC 3.,"Policies and measures, National communications (NC), Mitigation",National communications (NC),Trinidad and Tobago,,2021-12-29T12:00:00Z,English,/documents/416026,https://unfccc.int/sites/default/files/resource/THIRD_NATIONAL_COMMUNICTION_TRINIDAD_AND_TOBAGO.pdf,not validated,,,,,,UNFCCC Information Portal,
01ac22768d10b6c75158998f750a0d91,Nigeria. National inventory report. 2000-2017,GHG inventories,National inventory reports (NIR),Nigeria,,2021-09-28T12:00:00Z,English,/documents/307093,https://unfccc.int/sites/default/files/resource/NIGERIA%20NIR1%20-%20First%20National%20GHG%20Inventory%20Report%20.pdf,not validated,,,,,,UNFCCC Information Portal,
1fd9a570f07f5ea37a1be45c9ca07c67,Germany. Biennial report (BR). BR 4,Emission reduction targets,Biennial reports (BR),Germany,,2019-12-20T12:00:00Z,English,/documents/204817,https://unfccc.int/sites/default/files/resource/191220_%204%20Biennial%20Report_englisch_final%20_sauber.pdf,not validated,,,,,,UNFCCC Information Portal,
ac070e6136fb8003514633b137109df7,Oceans and Coastal Zones Action Table (unedited),"Marrakech Partnership, Adaptation, Means of implementation, Mitigation, Science and research, Technology",Publications,UNFCCC Authors,,2021-11-09T12:00:00Z,English,/documents/310473,https://unfccc.int/sites/default/files/resource/OceansAndCoastalZones_ActionTable_2.1_uneditedversion.pdf,not validated,,,,,,UNFCCC Information Portal,
8c4d1c066306e8600f9bbbc28d88da7e,Designing a meaningful global stocktake: Center for Climate and Energy Solutions,"Equity, Loss and damage, Response measures, Climate finance, Means of implementation, Capacity-building, Technology, Science and research",Submissions to the Global Stocktake,Center for Climate and Energy Solutions (C2ES),,2022-04-21T12:00:00Z,English,/documents/462473,https://unfccc.int/sites/default/files/resource/202202281808_C2ES_Designing_A_Meaningful_Global_Stocktake_Under_the_Paris_Agreement.pdf,not validated,,,,,,UNFCCC Information Portal,
6a9cc9fc6ca485a7a87914459225b99d,Record of  the facilitative sharing of views  at the  fifty - second  to fifty - fifth session of the Subsidiary Body for  Implementation:  India (FSVR3),"Mitigation, National reports, reviews and analysis, Transparency framework",Facilitative sharing of views reports (FSVR),UNFCCC. Secretariat,,2022-01-21T12:00:00Z,English only,/documents/430502,https://unfccc.int/sites/default/files/resource/FSVR3_IND.pdf,not validated,,,,,,UNFCCC Information Portal,
580f8fe289d2a6f8d468691f0a2735e6,Jamaica. Biennial update report (BUR). BUR 1.,Jamaica. Biennial update report (BUR). BUR 1.,Biennial update reports (BUR),Jamaica,,,English,/documents/180654,https://unfccc.int/sites/default/files/resource/JAM_BUR1.pdf,not validated,,,,,,UNFCCC Information Portal,
a4ee1af3818ff609001e8da75a90d40b,United States Mid-Century Strategy for Deep Carbonization. Documentation and Output,"Ambition and collective progress, Mitigation",Long-term low greenhouse gas emission development strategies (LT-LEDS),United States of America,,2016-11-16T12:00:00Z,English,/documents/39700,https://unfccc.int/sites/default/files/us_mcs_documentation_and_output.pdf,not validated,,,,,,UNFCCC Information Portal,
5332f59f5aa3beb36feccaba7f9b9724,Technical analysis of the second biennial update report of Togo submitted on 13 December 2021. Summary report by the team of technical experts,Technical analysis of the second biennial update report of Togo submitted on 13 December 2021. Summary report by the team of technical experts,Technical analysis summary report (TASR),UNFCCC. Secretariat,,2022-08-18T12:00:00Z,English only,/documents/603327,https://unfccc.int/sites/default/files/resource/tasr2022_TGO.pdf,not validated,,,,,,UNFCCC Information Portal,
947bc1e84a63906fd5d7180b24bd8786,Liechtenstein. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Liechtenstein,,2021-04-15T12:00:00Z,English,/documents/273449,https://unfccc.int/sites/default/files/resource/lie-2021-nir-15apr21.zip,not validated,,,,,,UNFCCC Information Portal,
e6cb5e19ce1e395d347d90c7940bd3f1,Romania. 2021 National Inventory Report (NIR),Romania. 2021 National Inventory Report (NIR),National inventory reports (NIR),Romania,,2021-05-10T12:00:00Z,English,/documents/274077,https://unfccc.int/sites/default/files/resource/rou-2021-nir-8may21.zip,not validated,,,,,,UNFCCC Information Portal,
b17a24574ace3366d30f6a18f70b0f5b,Norway’s long-term low-emission strategy for 2050,"Ambition and collective progress, Mitigation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Norway,,2020-11-25T12:00:00Z,English,/documents/266947,https://unfccc.int/sites/default/files/resource/LTS1_Norway_Oct2020.pdf,not validated,,,,,,UNFCCC Information Portal,
aa63258d74d71a116b7c20b4f26613fb,Croatia. 2022 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Croatia,,2022-05-27T12:00:00Z,English,/documents/461772,https://unfccc.int/sites/default/files/resource/hrv-2022-nir-26may22.zip,not validated,,,,,,UNFCCC Information Portal,
cb04f88ddcfe9d515ba86e3cee4a46e2,"Biennial in-session workshop on information to be provided by Parties in accordance with Article 9, paragraph 5, of the Paris Agreement. Summary report by the secretariat",Climate finance,Summary reports,UNFCCC. Conference of the Parties serving as the meeting of the Parties to the Paris Agreement (CMA),,2021-09-10T12:00:00Z,Chinese,/documents/306727,https://unfccc.int/sites/default/files/resource/cma2021_05C.pdf,not validated,,,,,,UNFCCC Information Portal,
efb63941f788a1bb364813113489aaab,Facilitative sharing of views record for Tunisia,Facilitative sharing of views record for Tunisia,Facilitative sharing of views reports (FSVR),UNFCCC,,2019-02-26T12:00:00Z,English,/documents/193394,https://unfccc.int/sites/default/files/resource/20190225_FSVR.2_TUN_final%20version.pdf,not validated,,,,,,UNFCCC Information Portal,
dbb7a00f5db1c8034750aca5987d1382,Zambia. National communication (NC). NC 3.,"Policies and measures, Mitigation",National communications (NC),Zambia,,2020-09-24T12:00:00Z,English,/documents/254196,https://unfccc.int/sites/default/files/resource/Third%20National%20Communication%20-%20Zambia.pdf,not validated,,,,,,UNFCCC Information Portal,
ec515ae139508bd1a4e4f800aa1c65d9,Palau. National communication (NC). NC2.,"Policies and measures, Mitigation",Palau. National communication (NC). NC2.,Palau,,2019-08-27T12:00:00Z,English,/documents/199648,https://unfccc.int/sites/default/files/resource/Final_Palau%20National%20Communication.pdf,not validated,,,,,,UNFCCC Information Portal,
af19ed11954801cd7099621cf64a509c,Montenegro. Biennial update report (BUR). BUR 2.,Mitigation actions and commitments,"Biennial update reports (BUR), Biennial update reports (BUR)",Montenegro. Biennial update report (BUR). BUR 2.,,2019-05-03T12:00:00Z,English,/documents/195274,https://unfccc.int/sites/default/files/resource/SECOND%20BIENNIAL%20UPDATE%20REPORT%20ON%20CLIMATE%20CHANGE_Montenegro.pdf,not validated,,,,,,UNFCCC Information Portal,
8fd3ae174a54c42ba65738efe867a52e,Submission from the monitoring and evalutating climate communication and education project,"Global stocktake, Adaptation, Mitigation, Means of implementation, Capacity-building, Response measures, Loss and damage, Equity, Science and research, Climate finance, Technology",Submissions to the Global Stocktake,University of Saskatchewan,,2022-08-19T12:00:00Z,English,/documents/610769,https://unfccc.int/sites/default/files/resource/202208171258---First%20Global%20Stocktake%20-%20MECCE%20Project%20Submission.pdf,not validated,,,,,,UNFCCC Information Portal,
