md5sum,document_name,theme,type,author,author_type,date,language,link,pdf_link,validation_status,data_error_type,party,translation,version,status,source,topics
1458ec85abf1f79db3d1f520f1c07e37,Israel. Technical analysis of the first biennial update report of Israel submitted on 18 April 2016.,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2017-03-01T12:00:00Z,English,/documents/9700,https://unfccc.int/sites/default/files/resource/docs/2016/tasr/isr.pdf,not validated,,Israel,,,,UNFCCC Information Portal,"GHG inventories,Emission reduction targets,Means of implementation"
53c1e8232a7b44b0a310de06434ee247,Botswana. Biennial update report (BUR).  BUR 1.,Mitigation actions and commitments,Biennial update reports (BUR),Botswana. Biennial update report (BUR).  BUR 1.,,2019-11-06T12:00:00Z,English,/documents/201214,https://unfccc.int/sites/default/files/resource/BOTSWANA%20FIRST%20BIENNIAL%20REPORT_FINAL.pdf,not validated,,Botswana,,,,UNFCCC Information Portal,Mitigation actions and commitments
4b03433b81cc86e8711f24a7edee21d5,Climate Action Pathway: Energy. Vision and Summary,"Marrakech Partnership, Adaptation, Means of implementation, Mitigation, Science and research, Technology",Publications,Marrakech Partnership,,2021-06-24T12:00:00Z,English,/documents/279247,https://unfccc.int/sites/default/files/resource/Energy_Vision%26Summary_2.1.pdf,not validated,,,,,,UNFCCC Information Portal,"Marrakech Partnership,Adaptation,Means of implementation,Mitigation,Science and research,Technology"
4643d4c36c6281669506857bd25af29e,Technical analysis of the third biennial update report of Namibia submitted on 23 January 2019. Summary report by the team of technical experts,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis summary report (TASR),Technical analysis of the third biennial update report of Namibia submitted on 23 January 2019. Summary report by the team of technical experts,,2020-02-18T12:00:00Z,English,/documents/209965,https://unfccc.int/sites/default/files/resource/tasr2019_NAM.pdf,not validated,,Namibia,,,,UNFCCC Information Portal,"GHG inventories,Emission reduction targets,Means of implementation"
b7456faf48ee5094fa8b2110da004664,Technical analysis of the first biennial update report of Nigeria submitted on 17 March 2018. Summary report by the team of technical experts.,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2019-03-12T12:00:00Z,English only,/documents/193737,https://unfccc.int/sites/default/files/resource/tasr.1_NGA.pdf,not validated,,Nigeria,,,,UNFCCC Information Portal,"GHG inventories,Emission reduction targets,Means of implementation"
840e3fa7a34c6ffc828012e835db5f1b,Luxembourg. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Luxembourg. 2021 National Inventory Report (NIR),,2021-04-14T12:00:00Z,English,/documents/271572,https://unfccc.int/sites/default/files/resource/lux-2021-nir-14apr21.zip,not validated,,Luxembourg,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
bfe8e73d768d461b63c7e6af43a1f3ce,European Union. 2022 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),European Union,,2022-05-27T12:00:00Z,English,/documents/461931,https://unfccc.int/sites/default/files/resource/euc-2022-nir-27may22_0.zip,not validated,,European Union,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
e16c9054fa52b001b1c315b0f2cfd1ca,"Technical report on the technical analysis of the technical annex to the first biennial update report of Gabon submitted in accordance with decision 14/CP.19, paragraph 7, on 29 December 2021","Technical report on the technical analysis of the technical annex to the first biennial update report of Gabon submitted in accordance with decision 14/CP.19, paragraph 7, on 29 December 2021",REDD+ technical analysis technical report (TATR),UNFCCC. Secretariat,,2022-10-07T12:00:00Z,English only,/documents/616504,https://unfccc.int/sites/default/files/resource/tatr1_2022_GAB.pdf,not validated,,Gabon,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Mitigation,Means of implementation"
fed7f0b38c034986d6cdc21895b6b376,Angola. National communication (NC). NC 2.,"Policies and measures, National communications (NC), Mitigation",National communications (NC),Angola,,2021-11-05T12:00:00Z,English,/documents/309772,https://unfccc.int/sites/default/files/resource/ANGOLA%20SNC.pdf,not validated,,Angola,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Mitigation"
1d8215e21abe73580c78009395ebacca,Romania. National Communication (NC). NC 7.,"Policies and measures, National communications (NC), Adaptation, Mitigation",National communications (NC),Romania,,2017-12-27T12:00:00Z,English,/documents/198286,https://unfccc.int/sites/default/files/resource/0587134_Romania-NC7-1-Annex%203.3_NC7.pdf,not validated,,Romania,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Adaptation,Mitigation"
70bacb9b8e17c7c64362c1bee36f7124,Nationally determined contributions under the Paris Agreement. Synthesis report by the secretariat. Addendum. Additional information on domestic mitigation measures,Nationally determined contributions (NDCs),Synthesis reports,UNFCCC. Secretariat,,2021-09-21T12:00:00Z,English only,/documents/306871,https://unfccc.int/sites/default/files/resource/cma2021_08a02.pdf,not validated,,,,,,UNFCCC Information Portal,Nationally determined contributions NDCs
abd1264795fb060f745a63f9efdad6d3,Rwanda. Biennial update report (BUR). BUR 1. National inventory report.,"Biennial update reports (BUR), Mitigation",National inventory reports (NIR),Rwanda,,2022-08-09T12:00:00Z,English,/documents/576196,https://unfccc.int/sites/default/files/resource/Rwanda%20NIR.pdf,not validated,,Rwanda,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
6e91a15ba2d12cf7d992cee6d0e55375,"Secretariat GST synthesis report: Synthesis report for the technical assessment component of the first global stocktake: Synthesis report on the overall effect of Parties’ NDCs and overall progress made by Parties towards the implementation of their NDCs, including the information referred to in Article 13, paragraph 7(b), of the Paris Agreement","Global stocktake, Mitigation, Adaptation, Means of implementation",Global Stocktake synthesis reports,UNFCCC,,2022-03-30T12:00:00Z,English,/documents/461517,https://unfccc.int/sites/default/files/resource/GST_SR_23c_30Mar.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Mitigation,Adaptation,Means of implementation"
f5659edb36cae79448b439bcaa57f966,Stratégie de développement à faible intensité de carbone et résilient aux changements climatiques 2016-2025,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Benin,,2016-12-12T12:00:00Z,French,/documents/35839,https://unfccc.int/sites/default/files/benin_long-term_strategy.pdf,not validated,,Benin,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
9958b548824775fc76479104b5525e35,Trinidad and Tobago. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Trinidad and Tobago,,,English,/documents/144774,https://unfccc.int/sites/default/files/resource/Second%20National%20Communication%20of%20the%20GORTT%20to%20the%20UNFCCC_final.pdf,not validated,,Trinidad and Tobago,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
cade7d8bd2c70dfaf360fdb6d67c5029,Croatia. Biennial Reports (BR). BR 3. National Communication (NC). NC 7.,Croatia. Biennial Reports (BR). BR 3. National Communication (NC). NC 7.,"National communications (NC), Biennial reports (BR)",Croatia,,,English,/documents/66923,https://unfccc.int/sites/default/files/resource/2671905483_Croatia-NC7-BR3-2-96481035_Croatia-NC7-BR3-2-7.%20NC%20i%203.%20BR_resubmission_IX_2018_0.pdf,not validated,,Croatia,,,,UNFCCC Information Portal,"National communications NC,Biennial reports BR,Mitigation,Adaptation"
eeb69f674b7293a0dde43382e27759be,Argentina. Biennial update report (BUR).  BUR 3.,Mitigation actions and commitments,Biennial update reports (BUR),Argentina,,2019-11-27T12:00:00Z,Spanish,/documents/201965,https://unfccc.int/sites/default/files/resource/3er%20Informe%20Bienal%20de%20la%20Republica%20Argentina.pdf,not validated,,Argentina,,,,UNFCCC Information Portal,Mitigation actions and commitments
5e5a57d27168f85efba407a7bbd013e1,Recognition of Indigenous Peoples in Nationally Determined Contributions: IWGIA submission to the first global stocktake,"Global stocktake, Loss and damage, Adaptation, Climate finance, Capacity-building, Means of implementation, Response measures, Technology, Science and research, Mitigation, Equity",Submissions to the Global Stocktake,International Work Group for Indigenous Affairs (IWGIA),,2023-02-16T12:00:00Z,English,/documents/626618,https://unfccc.int/sites/default/files/resource/202302101104---IWGIA%20GST%20Indigenous%20Peoples%20in%20NDCs%20ENG.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Loss and damage,Adaptation,Climate finance,Capacitybuilding,Means of implementation,Response measures,Technology,Science and research,Mitigation,Equity"
dd055d0bd5c78661dbe0e6345c0b7156,Monaco. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Monaco,,2021-04-13T12:00:00Z,French,/documents/271534,https://unfccc.int/sites/default/files/resource/mco-2021-nir-13apr21_0.zip,not validated,,Monaco,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
da3efc5b357d741a7de4c50a16b2887f,Technical analysis of the first biennial update report of the Lao People’s Democratic Republic submitted on 28 July 2020. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Means of implementation, Mitigation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2021-06-22T12:00:00Z,English,/documents/279216,https://unfccc.int/sites/default/files/resource/tasr2020_LAO.pdf,not validated,,Lao Peoples Democratic Republic,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Means of implementation,Mitigation"
2608648d2a3fc274620c38c4809d93eb,National Decarbonization Plan - Government of Costa Rica 2018-2050,"Ambition and collective progress, Mitigation",National Decarbonization Plan - Government of Costa Rica 2018-2050,Costa Rica,,2019-12-12T12:00:00Z,Spanish,/documents/204474,https://unfccc.int/sites/default/files/resource/Plan_Nacional_de_Descarbonizacion-CostaRica.pdf,not validated,,Costa Rica,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation"
f7979cf28ab2215b552167f28da7abfd,Nationally determined contributions under the Paris Agreement. Synthesis report by the secretariat,Nationally determined contributions (NDCs),Nationally determined contributions under the Paris Agreement. Synthesis report by the secretariat,UNFCCC. Secretariat,,2021-09-17T12:00:00Z,Arabic,/documents/306848,https://unfccc.int/sites/default/files/resource/cma2021_08A.pdf,not validated,,,,,,UNFCCC Information Portal,Nationally determined contributions NDCs
34edb7a2ae2d7e68f3388d0496072d47,Revised national low carbon strategy of France,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),France,,2021-02-15T12:00:00Z,French,/documents/268346,https://unfccc.int/sites/default/files/resource/fr_SNBC-2_compl%C3%A8te.pdf,not validated,,France,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
8d8ede207c98737061de5004a6b8b300,France. Biennial report (BR). BR 4,Emission reduction targets,Biennial reports (BR),France,,2020-05-15T12:00:00Z,French,/documents/227790,https://unfccc.int/sites/default/files/resource/BR_FRA_resubmission.pdf,not validated,,France,,,,UNFCCC Information Portal,Emission reduction targets
69b4e666561b19b0cf455a9859b3419e,Brazil. National communication (NC). NC 4.,Brazil. National communication (NC). NC 4.,National communications (NC),Brazil,,2020-12-31T12:00:00Z,English,/documents/267657,https://unfccc.int/sites/default/files/resource/4a%20Comunicacao%20Nacional.pdf,not validated,,Brazil,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Mitigation"
791366beb13d58ac9a10a4d5d1cc7872,Sweden. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Sweden,,2021-04-14T12:00:00Z,English,/documents/271847,https://unfccc.int/sites/default/files/resource/swe-2021-nir-14apr21.zip,not validated,,Sweden,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
c68d5556b03dc970ea03d6913c63f08f,Ecuador. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Ecuador,,,Spanish,/documents/77568,https://unfccc.int/sites/default/files/resource/TERCERA%20COMUNICACION%20%20NACIONAL%20ANTE%20LA%20UNFCCC%20del%20Ecuador%20%20septiembre%202017.pdf,not validated,,Ecuador,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
e9135def6ccdad34e28dc41a09287ca7,Compilation and synthesis of fourth biennial reports of Parties included in Annex I to the Convention. Revised report by the secretariat. Addendum,"Biennial reports (BR), Mitigation, Means of implementation",Pre-session documents,UNFCCC. Secretariat,,2022-05-13T12:00:00Z,English only,/documents/476851,https://unfccc.int/sites/default/files/resource/sbi2020_inf10_add01_rev01.pdf,not validated,,,,,,UNFCCC Information Portal,"Biennial reports BR,Mitigation,Means of implementation"
1ca5cef7b7bc8ae8e32ff50126e6b9d2,The Long-Term Strategy of the United States: Pathways to Net-Zero Greenhouse Gas Emissions by 2050 (Accessible version),"Mitigation, Ambition and collective progress",Long-term low greenhouse gas emission development strategies (LT-LEDS),United States of America,,2021-11-01T12:00:00Z,English,/documents/308100,https://unfccc.int/sites/default/files/resource/US_accessibleLTS2021.pdf,not validated,,,,,,UNFCCC Information Portal,"Mitigation,Ambition and collective progress"
88502276bcec257f436592d59fd1dea8,Togo. Biennial update report (BUR). BUR 1.,"Biennial update reports (BUR), Mitigation",Biennial update reports (BUR),Togo,,,French,/documents/180723,https://unfccc.int/sites/default/files/resource/Togo-BUR1.pdf,not validated,,Togo,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
32989c3da200546c7fbefc4522071df0,Indonesia. National Communication (NC). NC 3.,"National communications (NC), Mitigation",Indonesia. National Communication (NC). NC 3.,Indonesia,,,English,/documents/79693,https://unfccc.int/sites/default/files/resource/8360571_Indonesia-NC3-2-Third%20National%20Communication%20-%20Indonesia%20-%20editorial%20refinement%2013022018.pdf,not validated,,Indonesia,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
ba775e100f8cd1144ce5c291cab2a5ab,France. 2022 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),France,,2022-04-14T12:00:00Z,French,/documents/461899,https://unfccc.int/sites/default/files/resource/frk-2022-nir-14apr22.zip,not validated,,France,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
5ffb93044c82aeb32fc39803d02d4695,Switzerland. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Switzerland,,2021-04-12T12:00:00Z,English,/documents/271462,https://unfccc.int/sites/default/files/resource/che-2021-nir-12apr21.zip,not validated,,Switzerland,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
2cf7cf67810e26cb5d931484c0eb6421,South Africa. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),South Africa,,2018-08-31T12:00:00Z,English,/documents/181851,https://unfccc.int/sites/default/files/resource/South%20African%20TNC%20Report%20%20to%20the%20UNFCCC_31%20Aug.pdf,not validated,,South Africa,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
ee628c308053668872bdf4eca9b59cdf,Technical analysis of the second biennial update report of Viet Nam submitted on 20 November 2017,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2018-10-09T12:00:00Z,English,/documents/183116,https://unfccc.int/sites/default/files/resource/tasr2018_VNM.pdf,not validated,,Viet Nam,,,,UNFCCC Information Portal,"GHG inventories,Emission reduction targets,Means of implementation"
e4658460babb6897e47f7bfb4b3b889c,Chad. National communication (NC). NC 3.,"Policies and measures, National communications (NC), Mitigation",National communications (NC),Chad,,2022-03-04T12:00:00Z,French,/documents/461041,https://unfccc.int/sites/default/files/resource/RAPPORT%20TCN%202020.pdf,not validated,,Chad,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Mitigation"
324db618f8d02e4a202124d850a448e2,Four-page overview of revised national low carbon strategy of France,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),France,,2021-02-15T12:00:00Z,French,/documents/268349,https://unfccc.int/sites/default/files/resource/fr_SNBC-2%20synthese_4-pages.pdf,not validated,,France,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
551c489607d96f8f6e06803f3db4c1ea,Climate Action Pathway: Land Use. Vision and Summary,"Land use, Adaptation, Means of implementation, Mitigation, Science and research, Technology",Publications,Marrakech Partnership,,2021-07-30T12:00:00Z,English,/documents/299402,https://unfccc.int/sites/default/files/resource/Vision%26Summary_Landuse.pdf,not validated,,,,,,UNFCCC Information Portal,"Land use,Adaptation,Means of implementation,Mitigation,Science and research,Technology"
314f818ff674163f40f53d0522308a14,Dominica. National communication (NC). NC 3.,"Policies and measures, National communications (NC), Mitigation",National communications (NC),Dominica,,2020-05-20T12:00:00Z,English,/documents/227871,https://unfccc.int/sites/default/files/resource/Dominica%20TNC%20-%20Final%20%28March%202020%29.pdf,not validated,,Dominica,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Mitigation"
55ac25662955a326f475b5eb5cb892ef,Republic of Korea. Biennial update report (BUR).  BUR 3.,Mitigation actions and commitments,Biennial update reports (BUR),Republic of Korea,,2019-12-03T12:00:00Z,English,/documents/202576,https://unfccc.int/sites/default/files/resource/Third%20Biennial%20Update%20Report%20of%20the%20ROK%20under%20the%20UNFCCC.pdf,not validated,,Republic of Korea,,,,UNFCCC Information Portal,Mitigation actions and commitments
0dbeea2de7d3d62d86e80d01326294cc,Niger. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Niger,,,French,/documents/133353,https://unfccc.int/sites/default/files/resource/nernc3_0.pdf,not validated,,Niger,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
d78b842b75f809fae0c6127eb0fcf561,India. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),India,,,English,/documents/109438,https://unfccc.int/sites/default/files/resource/indnc2.pdf,not validated,,India,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
762cde7b9918196c11b191141efbfba5,Climate Action Plan 2050,Climate Action Plan 2050,Long-term low greenhouse gas emission development strategies (LT-LEDS),Germany,,2016-11-17T12:00:00Z,English,/documents/181390,https://unfccc.int/sites/default/files/resource/Klimaschutzplan_2050_eng_bf.pdf,not validated,,Germany,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation"
cb0ea998597e0317687664928d723d2f,Gabon. Biennial update report (BUR). BUR 1.,"Measurement, reporting and verification (MRV), Mitigation",Gabon. Biennial update report (BUR). BUR 1.,Gabon,,2021-12-29T12:00:00Z,French,/documents/414937,https://unfccc.int/sites/default/files/resource/1%20Gabon_Modified_BUR_REDDPlus_Technical_annex_final_CLEAN%20FRA_OK.pdf,not validated,,Gabon,,,,UNFCCC Information Portal,"Measurement reporting and verification MRV,Mitigation"
d02a0859f106a04c17ca3cc0f2fc85fa,Turkmenistan. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Turkmenistan,,,English,/documents/144823,https://unfccc.int/sites/default/files/resource/Tkmnc3.pdf,not validated,,Turkmenistan,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
cef335cfab84a6e75141097a83b0f373,Bosnia and Herzegovina. National Communication (NC). NC 3.,"National communications (NC), Mitigation",Bosnia and Herzegovina. National Communication (NC). NC 3.,Bosnia and Herzegovina,,,English,/documents/69041,https://unfccc.int/sites/default/files/resource/TNC%20AND%20SBUR%20ENG.pdf,not validated,,Bosnia and Herzegovina,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
8e05f36d636585e7d844705f1f2d6880,Second meeting of the Technical Dialogue (TD1.2) Inputs to Inform the Subsidiary Body for Scientific and Technological Advice First Global Stocktake - The Local Governments and Municipal Authorities (LGMA) Constituency,"Adaptation, Climate finance, Means of implementation",Submissions to the Global Stocktake,Local Governments and Municipal Authorities (LGMA),,2022-09-26T12:00:00Z,English,/documents/615092,https://unfccc.int/sites/default/files/resource/202209221850---LGMA%20-%20submission%20-%20Global%20Stocktake%20-%20Second%20meeting%20of%20the%20Technical%20Dialogue%20%283%29.pdf,not validated,,,,,,UNFCCC Information Portal,"Adaptation,Climate finance,Means of implementation"
55e868712128ced8a64e617f2b981195,Australian Government: Submission to the first Technical Dialogue of the Global Stocktake,Australian Government: Submission to the first Technical Dialogue of the Global Stocktake,Submissions to the Global Stocktake,Australia,,2022-04-27T12:00:00Z,English,/documents/470385,https://unfccc.int/sites/default/files/resource/202204011751---Australia_s%20Submission%20to%20the%20UNFCCC%20-%20GST%20First%20Technical%20Dialogue%20-%20Final%2031%20March%202022.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Means of implementation,Adaptation,Climate finance,Loss and damage,Science and research,Technology"
6e880ea61307521a45735259ab8bb7ff,Costa Rica. Biennial update report (BUR). BUR 2. National inventory report.,"Biennial update reports (BUR), Mitigation",Costa Rica. Biennial update report (BUR). BUR 2. National inventory report.,Costa Rica,,2020-03-11T12:00:00Z,Spanish,/documents/210397,https://unfccc.int/sites/default/files/resource/NIR-2015-InventarioGEI%20%281%29.pdf,not validated,,Costa Rica,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
14ad4a37bae62059a0bc34bdfaddc798,Japan. Biennial report (BR). BR 4,Emission reduction targets,Biennial reports (BR),Japan,,2019-12-27T12:00:00Z,English,/documents/209247,https://unfccc.int/sites/default/files/resource/BR4_JPN_v1.1.pdf,not validated,,Japan,,,,UNFCCC Information Portal,Emission reduction targets
de80c137244d9adcdd107fa27f63e3e0,Tonga. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Tonga,,2020-02-12T12:00:00Z,English,/documents/209906,https://unfccc.int/sites/default/files/resource/Final%20TNC%20Report_December%202019.pdf,not validated,,Tonga,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
a412642f892606343a9347034c827383,Tajikistan. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Tajikistan. National Communication (NC). NC 3.,,,English,/documents/144677,https://unfccc.int/sites/default/files/resource/tjknc3_eng.pdf,not validated,,Tajikistan,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
94d43e291e3684ddc2627e9215400305,The International Chamber of Commerce (ICC) comments on First Global Stocktake,"Global stocktake, Climate finance, Mitigation",Submissions to the Global Stocktake,International Chamber of Commerce (ICC),,2022-05-02T12:00:00Z,English,/documents/470443,https://unfccc.int/sites/default/files/resource/202203011647---ICC%20Comments%20to%20First%20Global%20Stocktake%20-%20FINAL.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Climate finance,Mitigation"
dc72b2766ae9369b8c2c50e16cc4a841,Facilitative sharing of views record for Mongolia,"Transparency framework, Means of implementation, Mitigation",Facilitative sharing of views reports (FSVR),UNFCCC,,2019-02-26T12:00:00Z,English,/documents/193380,https://unfccc.int/sites/default/files/resource/20190225_FSVR.1_MNG_final%20version.pdf,not validated,,,,,,UNFCCC Information Portal,"Transparency framework,Means of implementation,Mitigation"
9ffe1280711cf554c25ac3559ca40140,"Biennial in-session workshop on information to be provided by Parties in accordance with Article 9, paragraph 5, of the Paris Agreement. Summary report by the secretariat",Climate finance,Summary reports,UNFCCC. Conference of the Parties serving as the meeting of the Parties to the Paris Agreement (CMA),,2021-09-10T12:00:00Z,Spanish,/documents/306727,https://unfccc.int/sites/default/files/resource/cma2021_05S.pdf,not validated,,,,,,UNFCCC Information Portal,Climate finance
5c360fd8a050f4919a668326e4ffc42d,Spain. Biennial report (BR). BR 4,Emission reduction targets,Biennial reports (BR),Spain. Biennial report (BR). BR 4,,2019-12-23T12:00:00Z,Spanish,/documents/204837,https://unfccc.int/sites/default/files/resource/7850691_Spain-BR4-1-4BR_Espana_UNFCCC.pdf,not validated,,Spain,,,,UNFCCC Information Portal,Emission reduction targets
f1c2003259ef0feddcca99bfd99d879e,San Marino. National Communication (NC). NC 2.,"National communications (NC), Mitigation",San Marino. National Communication (NC). NC 2.,San Marino,,,English,/documents/141333,https://unfccc.int/sites/default/files/resource/Second_NatCom_Report_SanMarino.pdf,not validated,,San Marino,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
1e1cb95554bfcc727e35cd48760d9730,Zimbabwe. National Communication (NC). NC 4.,"National communications (NC), Mitigation",National communications (NC),Zimbabwe,,2022-12-21T12:00:00Z,English,/documents/624698,https://unfccc.int/sites/default/files/resource/Zimbabwe%204th%20National%20Communication%20to%20the%20UNFCCC.pdf,not validated,,Zimbabwe,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
0a654e4cb16fd1aa623853428887ccda,North Macedonia. Biennial update report (BUR). BUR 3.,"Measurement, reporting and verification (MRV), Mitigation",Biennial update reports (BUR),North Macedonia,,2021-06-03T12:00:00Z,English,/documents/278546,https://unfccc.int/sites/default/files/resource/1%20TBUR_EN_f.pdf,not validated,,North Macedonia,,,,UNFCCC Information Portal,"Measurement reporting and verification MRV,Mitigation"
e1a2dbada4e305144809890223712092,Hungary. Biennial Reports (BR). BR 3. National Communication (NC). NC 7.,"National communications (NC), Biennial reports (BR), Adaptation, Mitigation","National communications (NC), Biennial reports (BR)",Hungary,,,English,/documents/28936,https://unfccc.int/sites/default/files/resource/9870451_Hungary-NC7-BR3-1-NC7%20BR3%20Hungary_2.pdf,not validated,,Hungary,,,,UNFCCC Information Portal,"National communications NC,Biennial reports BR,Adaptation,Mitigation"
faa2f9be6b98d2b7e314f8b58a4e0a1d,Efforts related to addressing the social and economic  consequences and impacts of response measures as an input to the  first global stocktake - updated compilation by the secretariat,Response measures,Global Stocktake synthesis reports,UNFCCC Authors,,2022-09-07T12:00:00Z,English,/documents/611899,https://unfccc.int/sites/default/files/resource/FCCCcompilation%20of%20RM_GST_2022_update.pdf,not validated,,,,,,UNFCCC Information Portal,Response measures
dc0be493f5d3f34d51450b87aabb47ad,Recognition of Indigenous Peoples in Nationally Determined Contributions: IWGIA submission to the first global stocktake,"Global stocktake, Loss and damage, Adaptation, Climate finance, Capacity-building, Means of implementation, Response measures, Technology, Science and research, Mitigation, Equity",Submissions to the Global Stocktake,International Work Group for Indigenous Affairs (IWGIA),,2023-02-16T12:00:00Z,Spanish,/documents/626618,https://unfccc.int/sites/default/files/resource/202302101104---IWGIA%20GST%20Indigenous%20Peoples%20in%20NDCs%20ESP.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Loss and damage,Adaptation,Climate finance,Capacitybuilding,Means of implementation,Response measures,Technology,Science and research,Mitigation,Equity"
be0f3f6ca3a152aae5ac7de44caede79,The First Global Stocktake International Renewable Energy Agency (IRENA) Submission August 2022,"Global stocktake, Adaptation, Mitigation, Climate finance, Means of implementation, Capacity-building, Technology, Science and research",Submissions to the Global Stocktake,International Renewable Energy Agency (IRENA),,2022-08-08T12:00:00Z,English,/documents/574371,https://unfccc.int/sites/default/files/resource/202208051352---IRENA%20Submission%20Global%20Stocktake%20August%202022.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Adaptation,Mitigation,Climate finance,Means of implementation,Capacitybuilding,Technology,Science and research"
ea69a53e991777fe569a906d4947465c,Trinidad and Tobago. Biennial update report (BUR). BUR 1.,"Measurement, reporting and verification (MRV), Mitigation",Biennial update reports (BUR),Trinidad and Tobago,,2021-12-29T12:00:00Z,English,/documents/416010,https://unfccc.int/sites/default/files/resource/FIRST_%20BUR_TRINIDAD_AND_TOBAGO.pdf,not validated,,Trinidad and Tobago,,,,UNFCCC Information Portal,"Measurement reporting and verification MRV,Mitigation"
a617d47bea2fef14a390e41760e4c42b,Greece. Biennial report (BR). BR 4,Emission reduction targets,Biennial reports (BR),Greece,,2020-02-01T12:00:00Z,English,/documents/209648,https://unfccc.int/sites/default/files/resource/BR4_Greece.pdf,not validated,,Greece,,,,UNFCCC Information Portal,Emission reduction targets
4635843ecdb9c99ba12d2ed2c7240b98,Summary of revised national low carbon strategy of France,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),El Salvador,,2021-02-15T12:00:00Z,French,/documents/268347,https://unfccc.int/sites/default/files/resource/fr_SNBC-2%20synthese-compl.pdf,not validated,,France,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
