document_id,text_block_text_hash,type,id,text,start_idx,end_idx,sentence,pred_probability,annotator,kb_ids
UNFCCC.party.1879.0,179391b97c50adb05f7c9184ca43334a__7878b67afa86c22489c0c22410500af8b99b63506e4e3880a04db39aae132f53,CLEAN_TECHNOLOGIES_(GENERAL),LOW-CARBON_TECHNOLOGIES,low-emission technologies,49,74,"· Despite these important gains, the adoption of low-emission technologies lags in most developing countries, particularly least developed ones, due in part to limited finance, technology development and transfer, and capacity.",1.0,explorer,
UNFCCC.party.1836.0,d84729c00c5d42f987208cf328fc7b00__4c23ead31f9fffb624874b3141dbe30b7d5162a0cc93e11e3b79f207f0645daa,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,CCUS,50,54,""" Investing in pilot projects and R&D efforts for CCUS and CDR and supporting efforts aimed at scale commercialization ..",1.0,explorer,
UNFCCC.party.1836.0,52a9a733d8fd996a0132c41caefe717d__66bb77ae3705ece4bc5b0169c346fbcffd78f7c5e65ae4b9f02c8d57d5cd6eb9,CLEAN_TECHNOLOGIES_(GENERAL),LOW-CARBON_TECHNOLOGIES,low-carbon technologies,94,117,"o For the aviation sector, Parties and the private sector will need to substantially scale up low-carbon technologies and sustainable aviation fuels.",1.0,explorer,
UNFCCC.party.1836.0,49b6cbf3b94e7fc9b25dd75eb292e586__e32cd9befd6a617a1fd6d1875e73cd8408a68379cbdc8ea64f36b679d644812e,CLEAN_TECHNOLOGIES_(GENERAL),CLEAN_TECHNOLOGIES,Clean Technology,6,22,"o The Clean Technology Fund across 104 projects mitigating nearly 70 Mt of CO2- equivalent per year, installing over 26 GW of solar electricity generation capacity, and providing over 2.1 million passengers per day with low-carbon public transportation.",1.0,explorer,
UNFCCC.party.1836.0,518b9a9151037f871bc677134afc20a7__b8e202d2ed2bbde6b7b939a1750c20618eaa9708aec4692e09fbb9c23ba71aab,CLEAN_TECHNOLOGIES_(GENERAL),LOW-CARBON_TECHNOLOGIES,zero emissions technologies,167,194,""" Such Parties that have not substantially revised their NDCs upward since 2015 to take advantage of the considerable real-world evolution in cost and availability of zero emissions technologies will need to do so in order to achieve an outcome that is both ambitious and equitable.",1.0,explorer,
UNFCCC.non-party.1864.0,2abbf522be87e25a1e206732911782de__a8c3c176aa04a08da91bbc31f89ae8329c528d0dc31ddf3d8427b103eb5cd237,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon capture,344,358,"The GST must not be a place for false solutions and misleading greenwashing wording such as low-carbon, efficient or unabated fossil fuels, massive off-setting or deployment of technologies based on fossil fuels such as carbon capture, utilisation and storage, and any nuclear power.",1.0,explorer,
UNFCCC.non-party.1868.0,2d466fcca614234f711038867e245b23__cba4cd2220df7cb279a12a89d97bbd04d0d82d18e215251d21efb811e4e77ca5,ENERGY_AND_POWER_TECHNOLOGIES,ENERGY_EFFICIENCY,energy efficient,96,112,INFORSE is a network of 150 independent civil society organisations working for a transition to energy efficient and sustainable use of renewable energy and for energy access for all.,1.0,explorer,
UNFCCC.non-party.1866.0,28659bd9235ae604a5a51c4311bbe8aa__2230f9fbd25b1e85955e42374fefcf786dab6cc439bab27cf938d5aeb2a34b46,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon dioxide removal,978,1000,"Therefore, technologies such as carbon capture and storage (CCS)-designed to extend the operation of polluting facilities and prolong the use of fossil fuels-and geoengineering approaches, such as solar radiation modification (management) (SRM) and large-scale technological carbon dioxide removal (CDR)- which purport to reduce temperature rise or its effects, gambling on overshoot and return-increase the likelihood of temperature surpassing 1.5ºC, with foreseeable catastrophic impacts on human rights and the environment.",1.0,explorer,
UNFCCC.non-party.1866.0,28659bd9235ae604a5a51c4311bbe8aa__2230f9fbd25b1e85955e42374fefcf786dab6cc439bab27cf938d5aeb2a34b46,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon capture,735,749,"Therefore, technologies such as carbon capture and storage (CCS)-designed to extend the operation of polluting facilities and prolong the use of fossil fuels-and geoengineering approaches, such as solar radiation modification (management) (SRM) and large-scale technological carbon dioxide removal (CDR)- which purport to reduce temperature rise or its effects, gambling on overshoot and return-increase the likelihood of temperature surpassing 1.5ºC, with foreseeable catastrophic impacts on human rights and the environment.",1.0,explorer,
UNFCCC.non-party.1866.0,e6b65073f697071cb3024c38882fc819__f987a30d2ca82d461179ec305d3f958839b7ca65da1b6608745d2579b891953b,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon capture,791,805,"Carbon Capture and Storage (CCS) introduces new environmental, health, and safety risks to communities on the fencelines of polluting facilities where carbon capture is implemented and on the frontlines of CCS infrastructure, such as CO2 pipelines, and more fundamentally, prolongs the use of fossil fuels, limiting chances of keeping warming below 1.5℃.12",1.0,explorer,
